00Z 01 12 2017, 0.00, 9.55
12Z 01 12 2017, 0.00, 10.70
00Z 02 12 2017, 0.00, 10.41
12Z 02 12 2017, 0.00, 11.04
00Z 03 12 2017, 0.00, 9.02
12Z 03 12 2017, 0.00, 10.43
00Z 04 12 2017, 0.00, 10.97
12Z 04 12 2017, 4.19, 10.56
00Z 05 12 2017, 0.00, 9.26
12Z 05 12 2017, 5.75, 10.46
00Z 06 12 2017, 0.43, 12.72
12Z 06 12 2017, 0.02, 12.60
00Z 07 12 2017, 0.00, 28.57
12Z 07 12 2017, 0.00, 5.60
00Z 08 12 2017, 20.19, 8.24
12Z 08 12 2017, 0.00, 5.96
00Z 09 12 2017, 0.00, 8.24
12Z 09 12 2017, 0.00, 17.39
00Z 10 12 2017, 0.00, 22.24
12Z 10 12 2017, 6.08, 14.65
00Z 11 12 2017, 0.00, 5.53
12Z 11 12 2017, 0.00, 9.62
00Z 12 12 2017, 0.00, 7.53
12Z 12 12 2017, 0.00, 15.46
00Z 13 12 2017, 0.00, 14.01
12Z 13 12 2017, 1.54, 8.81
00Z 14 12 2017, 4.08, 8.66
12Z 14 12 2017, 22.02, 11.58
00Z 15 12 2017, 0.00, 9.02
12Z 15 12 2017, 0.06, 9.59
00Z 16 12 2017, 0.00, 8.19
12Z 16 12 2017, 8.99, 11.87
00Z 17 12 2017, 0.00, 16.46
12Z 17 12 2017, 0.00, 20.61
00Z 18 12 2017, 0.00, 16.03
12Z 18 12 2017, 0.00, 20.37
00Z 19 12 2017, 0.00, 22.90
12Z 19 12 2017, 0.00, 17.04
00Z 20 12 2017, 0.00, 28.85
12Z 20 12 2017, 0.00, 30.21
00Z 21 12 2017, 0.00, 17.29
12Z 21 12 2017, 60.06, 17.90
00Z 22 12 2017, 0.00, 21.65
12Z 22 12 2017, 0.00, 13.90
00Z 23 12 2017, 0.00, 12.38
12Z 23 12 2017, 0.00, 14.38
00Z 24 12 2017, 0.00, 13.46
12Z 24 12 2017, 0.00, 22.07
00Z 25 12 2017, 0.00, 20.19
12Z 25 12 2017, 12.60, 12.32
00Z 26 12 2017, 0.00, 7.81
12Z 26 12 2017, 0.00, 13.92
00Z 27 12 2017, 10.92, 7.14
12Z 27 12 2017, 103.20, 11.11
00Z 28 12 2017, 0.00, 8.43
12Z 28 12 2017, 0.00, 12.10
00Z 29 12 2017, 11.72, 18.26
12Z 29 12 2017, 0.00, 6.58
00Z 30 12 2017, 31.05, 12.22
12Z 30 12 2017, 0.00, 12.42
00Z 31 12 2017, 107.87, 11.48
12Z 31 12 2017, 0.00, 11.47
